N,P,K,pH,Temp(°C),Humidity(%),Moisture(%),Rainfall(cm),Crop,,,,,,,,,,,,,,,
174,88,135,6.3,27,76,78,175,Colocasia leaves,,,,,,,,,,,,,,,
223,89,126,6.1,25,77,77,129,Colocasia leaves,,,,,,,,,,,,,,,
310,92,127,6.4,28,81.2,79,229,Colocasia leaves,,,,,,,,,,,,,,,
370,90,129,6.4,27,80.9,77,233,Colocasia leaves,,,,,,,,,,,,,,,
147,93,139,6.1,34,78.8,67,247,Colocasia leaves,,,,,,,,,,,,,,,
220,93,119,6.4,25,72.7,68,241,Colocasia leaves,,,,,,,,,,,,,,,
314,88,128,6.4,32,76,62,247,Colocasia leaves,,,,,,,,,,,,,,,
373,89,129,6.3,34,80,69,233,Colocasia leaves,,,,,,,,,,,,,,,
154,92,131,6.2,34,74.6,80,142,Colocasia leaves,,,,,,,,,,,,,,,
225,91,123,6.1,31,74,62,153,Colocasia leaves,,,,,,,,,,,,,,,
311,93,125,6.2,29,79.4,65,205,Colocasia leaves,,,,,,,,,,,,,,,
374,92,131,6.1,24,73.3,68,240,Colocasia leaves,,,,,,,,,,,,,,,
169,93,136,6.2,33,74.8,64,162,Colocasia leaves,,,,,,,,,,,,,,,
226,92,125,6.3,26,80.9,63,212,Colocasia leaves,,,,,,,,,,,,,,,
309,92,123,6.1,26,73,60,171,Colocasia leaves,,,,,,,,,,,,,,,
369,88,128,6.1,21,76.5,62,187,Colocasia leaves,,,,,,,,,,,,,,,
163,89,133,6.1,34,74.5,62,192,Colocasia leaves,,,,,,,,,,,,,,,
221,94,30,6.3,29,73.2,77,145,Colocasia leaves,,,,,,,,,,,,,,,
313,93,129,6.3,34,82.3,74,169,Colocasia leaves,,,,,,,,,,,,,,,
371,87,135,6.3,23,77,66,222,Colocasia leaves,,,,,,,,,,,,,,,
167,89,138,6.1,30,82.3,60,157,Colocasia leaves,,,,,,,,,,,,,,,
156,48,36,6.2,22,78.6,61,194,Colocasia leaves,,,,,,,,,,,,,,,
258,47,57,6.1,28,76.4,64,234,Colocasia leaves,,,,,,,,,,,,,,,
330,42,78,6.1,32,76.8,76,145,Colocasia leaves,,,,,,,,,,,,,,,
150,43,102,6.3,31,75,74,148,Colocasia leaves,,,,,,,,,,,,,,,
155,47,38,6.4,33,79.1,71,151,Colocasia leaves,,,,,,,,,,,,,,,
255,46,64,6.3,23,78.4,62,122,Colocasia leaves,,,,,,,,,,,,,,,
325,49,88,6.1,31,81,79,191,Colocasia leaves,,,,,,,,,,,,,,,
159,53,117,6.2,25,77.5,63,222,Colocasia leaves,,,,,,,,,,,,,,,
220,91,120,6.3,32,74.7,65,191,Colocasia leaves,,,,,,,,,,,,,,,
310,89,124,6.1,22,80.2,74,153,Colocasia leaves,,,,,,,,,,,,,,,
370,88,128,6.4,26,75.7,63,150,Colocasia leaves,,,,,,,,,,,,,,,
167,91,135,6.3,35,81.7,61,136,Colocasia leaves,,,,,,,,,,,,,,,
222,88,121,6.3,34,75.7,75,178,Colocasia leaves,,,,,,,,,,,,,,,
308,87,124,6.4,24,73.7,68,239,Colocasia leaves,,,,,,,,,,,,,,,
178,52,41,5.8,32,70,73,72,Corn,,,,,,,,,,,,,,,
168,61,76,5.7,26,72.5,66,64,Corn,,,,,,,,,,,,,,,
185,69,110,5.8,32,74.1,72,55,Corn,,,,,,,,,,,,,,,
185,83,147,5.9,28,67,68,62,Corn,,,,,,,,,,,,,,,
163,48,33,5.9,29,67.9,51,68,Corn,,,,,,,,,,,,,,,
168,49,52,5.7,19,73.9,73,66,Corn,,,,,,,,,,,,,,,
363,49,70,6,28,72.4,57,62,Corn,,,,,,,,,,,,,,,
180,55,91,5.9,18,70.6,71,64,Corn,,,,,,,,,,,,,,,
160,48,35,5.9,19,68,63,53,Corn,,,,,,,,,,,,,,,
176,47,58,5.8,30,71.7,60,62,Corn,,,,,,,,,,,,,,,
350,46,80,5.6,31,74.3,75,62,Corn,,,,,,,,,,,,,,,
239,51,105,5.8,26,74.7,51,59,Corn,,,,,,,,,,,,,,,
154,46,31,5.8,29,65.3,55,72,Corn,,,,,,,,,,,,,,,
148,43,46,5.7,24,70.1,61,62,Corn,,,,,,,,,,,,,,,
321,39,60,6,24,68.6,58,61,Corn,,,,,,,,,,,,,,,
259.6,41,77,5.7,22,66.1,54,70,Corn,,,,,,,,,,,,,,,
178,52,41,5.7,29,72.6,57,74,Corn,,,,,,,,,,,,,,,
165,61,76,5.9,19,71.4,60,74,Corn,,,,,,,,,,,,,,,
238,69,110,5.8,18,70.5,57,69,Corn,,,,,,,,,,,,,,,
170,83,147,6,29,67.3,58,55,Corn,,,,,,,,,,,,,,,
163,48,33,5.7,24,68.9,56,58,Corn,,,,,,,,,,,,,,,
154,49,52,5.7,24,73.5,74,53,Corn,,,,,,,,,,,,,,,
363,49,70,5.8,22,66.8,63,69,Corn,,,,,,,,,,,,,,,
258,55,91,5.9,24,68.1,64,67,Corn,,,,,,,,,,,,,,,
183,55,41,5.9,27,69.8,63,71,Corn,,,,,,,,,,,,,,,
150,68,75,5.9,19,67.7,53,50,Corn,,,,,,,,,,,,,,,
244.6,81,109,5.9,19,71,63,71,Corn,,,,,,,,,,,,,,,
241,100,146,5.7,19,74.8,67,59,Corn,,,,,,,,,,,,,,,
165,50,37,5.7,21,65.4,68,55,Corn,,,,,,,,,,,,,,,
175,54,63,5.7,29,72,60,74,Corn,,,,,,,,,,,,,,,
375,98,89,5.7,20,69.9,64,71,Corn,,,,,,,,,,,,,,,
300,68,118,6,19,71.1,59,59,Corn,,,,,,,,,,,,,,,
160,48,34,5.7,23,74,57,68,Corn,,,,,,,,,,,,,,,
146,48,53,5.7,28,74.7,55,75,Corn,,,,,,,,,,,,,,,
350,48,72,5.7,28,74.5,50,68,Corn,,,,,,,,,,,,,,,
191,54,94,5.9,29,71.7,73,72,Corn,,,,,,,,,,,,,,,
160,48,35,5.7,19,69.6,67,68,Corn,,,,,,,,,,,,,,,
150,34,25,5.8,18,72.1,51,73,Corn,,,,,,,,,,,,,,,
363,49,70,5.9,28,68.4,68,70,Corn,,,,,,,,,,,,,,,
201,55,91,5.6,27,68.1,50,70,Corn,,,,,,,,,,,,,,,
234,107,61,5.9,30,74.8,75,56,Corn,,,,,,,,,,,,,,,
162,70,47,6,32,70.3,68,60,Corn,,,,,,,,,,,,,,,
272,38,25,5.9,28,66.5,72,69,Corn,,,,,,,,,,,,,,,
234,32,21,5.9,18,70.7,70,63,Corn,,,,,,,,,,,,,,,
266.5,91,112,5.6,24,67,69,52,Corn,,,,,,,,,,,,,,,
167,86.5,128,5.8,29,72.3,61,70,Corn,,,,,,,,,,,,,,,
273,45,48,5.8,32,66.2,50,71,Corn,,,,,,,,,,,,,,,
209,45,63,5.6,18,68.4,74,53,Corn,,,,,,,,,,,,,,,
241.5,81,95,5.7,18,74.7,61,63,Corn,,,,,,,,,,,,,,,
170,72.5,104,6,19,68.2,64,69,Corn,,,,,,,,,,,,,,,
207,69,110,5.7,28,74.2,60,55,Corn,,,,,,,,,,,,,,,
232.4,83,147,5.7,21,71.2,67,64,Corn,,,,,,,,,,,,,,,
156,48,35,5.6,22,67,72,61,Corn,,,,,,,,,,,,,,,
155,34,25,5.7,23,74.4,68,55,Corn,,,,,,,,,,,,,,,
321,39,60,5.6,27,72,73,75,Corn,,,,,,,,,,,,,,,
188,41,77,6,29,70.1,53,75,Corn,,,,,,,,,,,,,,,
183,55,41,5.6,20,71.5,53,56,Corn,,,,,,,,,,,,,,,
151,68,75,5.8,26,71.2,69,60,Corn,,,,,,,,,,,,,,,
200,81,109,5.6,19,70,68,75,Corn,,,,,,,,,,,,,,,
239,100,146,6,21,69.7,57,65,Corn,,,,,,,,,,,,,,,
165,50,37,5.7,22,69.4,75,73,Corn,,,,,,,,,,,,,,,
161,54,63,5.8,22,72.3,64,74,Corn,,,,,,,,,,,,,,,
375,58,89,6,23,65.5,64,57,Corn,,,,,,,,,,,,,,,
177.3,68,118,5.7,27,67.3,65,57,Corn,,,,,,,,,,,,,,,
160,48,34,5.7,27,72.1,70,53,Corn,,,,,,,,,,,,,,,
146,48,53,5.7,18,69.3,75,70,Corn,,,,,,,,,,,,,,,
350,48,72,5.9,26,74.8,66,74,Corn,,,,,,,,,,,,,,,
186,54,94,5.6,27,69.3,65,71,Corn,,,,,,,,,,,,,,,
178,53,43,5.9,27,65.7,71,71,Corn,,,,,,,,,,,,,,,
176,62,77,5.7,25,73.2,70,70,Corn,,,,,,,,,,,,,,,
282,67,113,5.7,29,72.9,62,62,Corn,,,,,,,,,,,,,,,
265,86,145,5.6,29,70.5,75,54,Corn,,,,,,,,,,,,,,,
163,51,34,5.6,26,69.5,52,53,Corn,,,,,,,,,,,,,,,
151,52,53,6,24,66.9,54,55,Corn,,,,,,,,,,,,,,,
363,52,72,5.7,25,67.6,65,68,Corn,,,,,,,,,,,,,,,
235.5,54,92,6,20,65.6,70,50,Corn,,,,,,,,,,,,,,,
160,49,37,5.9,27,70.1,60,73,Corn,,,,,,,,,,,,,,,
147,51,59,5.7,20,65.2,53,73,Corn,,,,,,,,,,,,,,,
350,47,82,5.6,19,70.3,53,50,Corn,,,,,,,,,,,,,,,
203,49,107,5.6,27,68.4,75,66,Corn,,,,,,,,,,,,,,,
154,47,32,5.7,30,73.5,68,70,Corn,,,,,,,,,,,,,,,
151,44,47,5.8,23,66.8,53,61,Corn,,,,,,,,,,,,,,,
321,40,61,5.9,28,68.1,60,72,Corn,,,,,,,,,,,,,,,
389,42,78,5.9,23,69.8,59,67,Corn,,,,,,,,,,,,,,,
178,49,42,5.9,19,67.7,71,58,Corn,,,,,,,,,,,,,,,
170,63,77,5.9,28,71,64,51,Corn,,,,,,,,,,,,,,,
255,72,112,5.7,28,74.8,72,73,Corn,,,,,,,,,,,,,,,
212,84,139,5.7,32,65.4,51,75,Corn,,,,,,,,,,,,,,,
163,48,35,5.7,32,72,56,50,Corn,,,,,,,,,,,,,,,
166,48,62,5.7,25,69.9,70,68,Corn,,,,,,,,,,,,,,,
363,51,72,6,24,71.1,58,67,Corn,,,,,,,,,,,,,,,
219.8,56,93,5.7,31,74,58,53,Corn,,,,,,,,,,,,,,,
183,57,44,5.7,24,74.7,63,74,Corn,,,,,,,,,,,,,,,
165,68,76,5.7,19,74.5,73,60,Corn,,,,,,,,,,,,,,,
228,79,107,5.9,29,71.7,75,56,Corn,,,,,,,,,,,,,,,
184,97,136,5.7,25,69.6,57,64,Corn,,,,,,,,,,,,,,,
165,48,39,5.8,19,72.1,53,52,Corn,,,,,,,,,,,,,,,
157,52,65,5.9,21,68.4,64,61,Corn,,,,,,,,,,,,,,,
375,96,87,5.6,25,68.1,60,72,Corn,,,,,,,,,,,,,,,
216,59,120,5.9,23,74.8,54,59,Corn,,,,,,,,,,,,,,,
160,52,33,5.8,23,70,73,71,Corn,,,,,,,,,,,,,,,
147,51,52,5.7,20,72.5,68,70,Corn,,,,,,,,,,,,,,,
350,47,71,5.8,24,74.1,74,67,Corn,,,,,,,,,,,,,,,
170,55,93,5.9,32,67,67,53,Corn,,,,,,,,,,,,,,,
160,49,37,5.9,20,67.9,55,73,Corn,,,,,,,,,,,,,,,
161,35,24,5.7,27,73.9,50,71,Corn,,,,,,,,,,,,,,,
363,51,71,6,30,72.4,57,58,Corn,,,,,,,,,,,,,,,
249.5,56,93,5.9,18,70.6,70,64,Corn,,,,,,,,,,,,,,,
234,106,62,5.9,29,68,56,61,Corn,,,,,,,,,,,,,,,
160,71,48,5.8,27,71.7,51,61,Corn,,,,,,,,,,,,,,,
272,39,27,5.6,26,74.3,59,59,Corn,,,,,,,,,,,,,,,
312,35,29,5.8,30,74.7,63,64,Corn,,,,,,,,,,,,,,,
267,93,115,5.8,25,65.3,75,75,Corn,,,,,,,,,,,,,,,
153,87,127,5.7,18,70.1,54,75,Corn,,,,,,,,,,,,,,,
273,48,47,6,21,68.6,75,60,Corn,,,,,,,,,,,,,,,
352,47,64,5.7,25,66.1,67,59,Corn,,,,,,,,,,,,,,,
245,83,69,5.7,29,72.6,61,65,Corn,,,,,,,,,,,,,,,
149,74,102,5.9,29,71.4,51,75,Corn,,,,,,,,,,,,,,,
247,71,111,5.8,28,70.5,71,65,Corn,,,,,,,,,,,,,,,
183,85,137,6,18,67.3,69,53,Corn,,,,,,,,,,,,,,,
156,50,38,5.7,26,68.9,52,66,Corn,,,,,,,,,,,,,,,
152,36,24,5.7,31,73.5,62,64,Corn,,,,,,,,,,,,,,,
321,41,62,5.8,32,66.8,52,52,Corn,,,,,,,,,,,,,,,
389,42,78,5.9,32,68.1,58,70,Corn,,,,,,,,,,,,,,,
183,55,42,5.9,32,69.8,56,52,Corn,,,,,,,,,,,,,,,
173,67,76,5.9,23,67.7,67,68,Corn,,,,,,,,,,,,,,,
259,83,114,5.9,20,71,66,53,Corn,,,,,,,,,,,,,,,
227,98,115,5.7,25,74.8,75,74,Corn,,,,,,,,,,,,,,,
165,51,39,5.7,28,65.4,68,51,Corn,,,,,,,,,,,,,,,
167,53,58,5.7,21,72,64,68,Corn,,,,,,,,,,,,,,,
375,56,88,5.7,25,69.9,68,74,Corn,,,,,,,,,,,,,,,
210,67,117,6,31,71.1,52,51,Corn,,,,,,,,,,,,,,,
160,46,39,5.7,25,74,53,70,Corn,,,,,,,,,,,,,,,
149,48,57,5.7,27,74.7,54,69,Corn,,,,,,,,,,,,,,,
350,47,71,5.7,28,74.5,64,59,Corn,,,,,,,,,,,,,,,
268,56,98,5.9,28,71.7,62,74,Corn,,,,,,,,,,,,,,,
234,106,62,5.7,25,69.6,57,66,Corn,,,,,,,,,,,,,,,
161,69,48,5.8,23,72.1,74,51,Corn,,,,,,,,,,,,,,,
272,39,27,5.9,32,68.4,66,73,Corn,,,,,,,,,,,,,,,
312,33,23,5.6,27,68.1,55,51,Corn,,,,,,,,,,,,,,,
268,90,114,5.9,18,74.8,74,73,Corn,,,,,,,,,,,,,,,
169,87,129,6,27,70.3,75,65,Corn,,,,,,,,,,,,,,,
273,43,48,5.9,24,66.5,70,72,Corn,,,,,,,,,,,,,,,
353,44,64,5.9,31,70.7,57,72,Corn,,,,,,,,,,,,,,,
242,80,97,5.6,28,67,56,69,Corn,,,,,,,,,,,,,,,
171,71,107,5.8,32,72.3,75,54,Corn,,,,,,,,,,,,,,,
268,68,109,5.8,18,66.2,54,55,Corn,,,,,,,,,,,,,,,
279,82,129,5.6,27,68.4,55,59,Corn,,,,,,,,,,,,,,,
156,47,37,5.7,27,74.7,61,72,Corn,,,,,,,,,,,,,,,
160,33,28,6,31,68.2,51,73,Corn,,,,,,,,,,,,,,,
163,48,39,6.5,24,65,78,119,Eggplant,,,,,,,,,,,,,,,
278,49,68,6.3,21,60.1,82,110,Eggplant,,,,,,,,,,,,,,,
363,49,97,6.5,24,61,72,83,Eggplant,,,,,,,,,,,,,,,
171,55,129,6.6,28,68.9,73,70,Eggplant,,,,,,,,,,,,,,,
163,48,39,6.3,22,60.7,74,112,Eggplant,,,,,,,,,,,,,,,
278,49,68,6.6,22,64.9,76,73,Eggplant,,,,,,,,,,,,,,,
363,49,97,6.6,21,61.6,68,95,Eggplant,,,,,,,,,,,,,,,
158,55,129,6.5,23,63.2,78,114,Eggplant,,,,,,,,,,,,,,,
160,48,36,6.4,29,67,65,67,Eggplant,,,,,,,,,,,,,,,
270,48,60,6.5,30,62.8,84,99,Eggplant,,,,,,,,,,,,,,,
350,48,84,6.5,25,63.9,65,94,Eggplant,,,,,,,,,,,,,,,
154,54,111,6.5,25,61.8,68,110,Eggplant,,,,,,,,,,,,,,,
163,69,62,6.5,21,63.8,65,100,Eggplant,,,,,,,,,,,,,,,
272,63,79,6.5,21,69.4,76,84,Eggplant,,,,,,,,,,,,,,,
351.5,57,95,6.3,29,65.4,70,93,Eggplant,,,,,,,,,,,,,,,
172,54.5,112,6.4,23,63.9,77,82,Eggplant,,,,,,,,,,,,,,,
173,49,48,6.3,27,68.7,81,87,Eggplant,,,,,,,,,,,,,,,
223,35,34,6.5,25,60.9,70,118,Eggplant,,,,,,,,,,,,,,,
318,34,67,6.4,24,69.9,75,63,Eggplant,,,,,,,,,,,,,,,
146,38,102,6.7,26,67.8,85,97,Eggplant,,,,,,,,,,,,,,,
160,48,36,6.5,24,67.7,72,112,Eggplant,,,,,,,,,,,,,,,
270,48,60,6.4,25,61.4,71,120,Eggplant,,,,,,,,,,,,,,,
350,48,84,6.5,21,69.2,65,99,Eggplant,,,,,,,,,,,,,,,
159,54,111,6.7,21,65.6,65,92,Eggplant,,,,,,,,,,,,,,,
230,82,81,6.6,26,62.1,68,96,Eggplant,,,,,,,,,,,,,,,
330,80,85,6.4,24,69.9,78,87,Eggplant,,,,,,,,,,,,,,,
190,78,89,6.5,30,62.9,68,96,Eggplant,,,,,,,,,,,,,,,
156,82,96,6.7,23,67.8,77,107,Eggplant,,,,,,,,,,,,,,,
230,82,81,6.3,26,62.3,66,82,Eggplant,,,,,,,,,,,,,,,
332,82,83,6.4,26,65.9,78,65,Eggplant,,,,,,,,,,,,,,,
398,76,91,6.6,29,63.8,65,107,Eggplant,,,,,,,,,,,,,,,
161,84,94,6.5,27,64.5,71,118,Eggplant,,,,,,,,,,,,,,,
232,80,79,6.4,21,68.8,70,79,Eggplant,,,,,,,,,,,,,,,
328,78,87,6.4,22,61.6,72,89,Eggplant,,,,,,,,,,,,,,,
265,81,85,6.3,21,64.4,66,93,Eggplant,,,,,,,,,,,,,,,
150,83,98,6.6,28,60.5,84,118,Eggplant,,,,,,,,,,,,,,,
225,81,86,6.3,25,65.3,76,96,Eggplant,,,,,,,,,,,,,,,
336,83,82,6.5,22,60.3,65,64,Eggplant,,,,,,,,,,,,,,,
271,82,88,6.3,28,69.9,84,103,Eggplant,,,,,,,,,,,,,,,
159,85,99,6.3,23,64.3,70,73,Eggplant,,,,,,,,,,,,,,,
235,83,82,6.6,27,66.8,82,74,Eggplant,,,,,,,,,,,,,,,
329,79,84,6.6,24,61.9,76,70,Eggplant,,,,,,,,,,,,,,,
217.9,79,92,6.3,27,68.1,82,113,Eggplant,,,,,,,,,,,,,,,
167,82,96,6.5,30,64.7,77,64,Eggplant,,,,,,,,,,,,,,,
229,86,84,6.5,21,69.3,85,77,Eggplant,,,,,,,,,,,,,,,
334,84,81,6.6,28,67.9,70,89,Eggplant,,,,,,,,,,,,,,,
399,77,90,6.5,22,66.8,70,111,Eggplant,,,,,,,,,,,,,,,
167,86,93,6.3,26,66.8,77,85,Eggplant,,,,,,,,,,,,,,,
230,82,81,6.5,27,67.4,80,70,Eggplant,,,,,,,,,,,,,,,
330,80,85,6.5,30,69.4,82,71,Eggplant,,,,,,,,,,,,,,,
240.8,78,89,6.5,29,65.3,79,105,Eggplant,,,,,,,,,,,,,,,
165,82,96,6.7,25,64.5,65,98,Eggplant,,,,,,,,,,,,,,,
233,81,81,6.4,28,64,84,100,Eggplant,,,,,,,,,,,,,,,
330,80,89,6.6,27,61.8,66,112,Eggplant,,,,,,,,,,,,,,,
170,80,88,6.7,25,61.4,78,87,Eggplant,,,,,,,,,,,,,,,
170,86,100,6.5,30,65.7,84,78,Eggplant,,,,,,,,,,,,,,,
226,82,87,6.4,24,64.4,74,97,Eggplant,,,,,,,,,,,,,,,
338,85,84,6.4,30,63.4,68,97,Eggplant,,,,,,,,,,,,,,,
226,83,91,6.6,27,67.4,65,66,Eggplant,,,,,,,,,,,,,,,
165,87,101,6.7,24,67.4,85,98,Eggplant,,,,,,,,,,,,,,,
236,84,83,6.7,27,68.4,81,61,Eggplant,,,,,,,,,,,,,,,
331,81,86,6.4,24,68.8,74,74,Eggplant,,,,,,,,,,,,,,,
299,81,94,6.7,21,61.7,66,112,Eggplant,,,,,,,,,,,,,,,
149,84,97,6.7,22,64.7,85,110,Eggplant,,,,,,,,,,,,,,,
230,87,85,6.4,28,68.2,66,83,Eggplant,,,,,,,,,,,,,,,
336,85,83,6.6,28,66.1,78,100,Eggplant,,,,,,,,,,,,,,,
282,79,93,6.6,22,68.1,85,75,Eggplant,,,,,,,,,,,,,,,
155,87,94,6.5,22,64.2,75,98,Eggplant,,,,,,,,,,,,,,,
231,83,82,6.4,26,64.4,72,93,Eggplant,,,,,,,,,,,,,,,
332,82,87,6.3,27,68.8,69,116,Eggplant,,,,,,,,,,,,,,,
173,80,89,6.6,28,63.4,81,107,Eggplant,,,,,,,,,,,,,,,
158,85,97,6.6,25,60.4,81,81,Eggplant,,,,,,,,,,,,,,,
163,47,40,6.6,26,67.1,74,100,Eggplant,,,,,,,,,,,,,,,
278,52,68,6.4,21,64,69,71,Eggplant,,,,,,,,,,,,,,,
363,51,96,6.5,21,64.8,73,64,Eggplant,,,,,,,,,,,,,,,
147,56,128,6.4,27,62.5,85,101,Eggplant,,,,,,,,,,,,,,,
163,53,38,6.6,29,68.8,83,108,Eggplant,,,,,,,,,,,,,,,
278,52,69,6.4,29,69.2,68,115,Eggplant,,,,,,,,,,,,,,,
363,51,96,6.6,26,64.1,82,81,Eggplant,,,,,,,,,,,,,,,
159,54,128,6.4,22,63.9,70,113,Eggplant,,,,,,,,,,,,,,,
160,53,37,6.5,23,69.3,73,98,Eggplant,,,,,,,,,,,,,,,
270,52,61,6.6,28,67.9,73,67,Eggplant,,,,,,,,,,,,,,,
350,51,83,6.5,24,66.8,71,81,Eggplant,,,,,,,,,,,,,,,
157,55,113,6.3,28,66.8,85,72,Eggplant,,,,,,,,,,,,,,,
163,71,63,6.5,29,67.4,74,73,Eggplant,,,,,,,,,,,,,,,
272,62,81,6.5,30,69.4,80,118,Eggplant,,,,,,,,,,,,,,,
351.5,59,97,6.5,27,65.3,71,111,Eggplant,,,,,,,,,,,,,,,
175,55,114,6.7,29,64.5,66,115,Eggplant,,,,,,,,,,,,,,,
173,51,49,6.4,29,64,65,98,Eggplant,,,,,,,,,,,,,,,
223,36,36,6.6,25,61.8,74,92,Eggplant,,,,,,,,,,,,,,,
318,35,69,6.7,27,61.4,70,98,Eggplant,,,,,,,,,,,,,,,
172,39,104,6.5,30,65.7,79,64,Eggplant,,,,,,,,,,,,,,,
160,53,37,6.4,30,64.4,79,60,Eggplant,,,,,,,,,,,,,,,
270,52,61,6.4,27,63.4,69,70,Eggplant,,,,,,,,,,,,,,,
350,49,83,6.6,27,67.4,68,66,Eggplant,,,,,,,,,,,,,,,
169,59,112,6.7,23,67.4,73,111,Eggplant,,,,,,,,,,,,,,,
230,83,82,6.7,26,68.4,74,99,Eggplant,,,,,,,,,,,,,,,
330,82,86,6.4,21,68.8,70,94,Eggplant,,,,,,,,,,,,,,,
256,79,90,6.7,22,61.7,74,82,Eggplant,,,,,,,,,,,,,,,
172,83,95,6.7,25,64.7,76,85,Eggplant,,,,,,,,,,,,,,,
230,81,82,6.5,26,65,85,85,Eggplant,,,,,,,,,,,,,,,
332,81,84,6.3,29,60.1,70,103,Eggplant,,,,,,,,,,,,,,,
398,75,82,6.5,29,61,78,64,Eggplant,,,,,,,,,,,,,,,
171,85,93,6.6,23,68.9,70,67,Eggplant,,,,,,,,,,,,,,,
232,79,81,6.3,24,60.7,68,77,Eggplant,,,,,,,,,,,,,,,
328,77,86,6.6,21,64.9,67,111,Eggplant,,,,,,,,,,,,,,,
277,79,84,6.6,23,61.6,82,76,Eggplant,,,,,,,,,,,,,,,
174,81,94,6.5,29,63.2,79,112,Eggplant,,,,,,,,,,,,,,,
225,78,87,6.4,23,67,75,62,Eggplant,,,,,,,,,,,,,,,
336,81,83,6.5,30,62.8,71,120,Eggplant,,,,,,,,,,,,,,,
268,79,89,6.5,27,63.9,72,69,Eggplant,,,,,,,,,,,,,,,
152,84,101,6.5,30,61.8,65,83,Eggplant,,,,,,,,,,,,,,,
235,80,83,6.5,25,63.8,67,106,Eggplant,,,,,,,,,,,,,,,
329,81,84,6.5,30,69.4,83,108,Eggplant,,,,,,,,,,,,,,,
270,80,93,6.3,27,65.4,66,75,Eggplant,,,,,,,,,,,,,,,
151,79,97,6.4,29,63.9,85,83,Eggplant,,,,,,,,,,,,,,,
229,84,85,6.3,24,68.7,72,84,Eggplant,,,,,,,,,,,,,,,
334,82,82,6.5,27,60.9,65,76,Eggplant,,,,,,,,,,,,,,,
399,74,92,6.4,24,69.9,82,60,Eggplant,,,,,,,,,,,,,,,
172,85,94,6.7,23,67.8,75,89,Eggplant,,,,,,,,,,,,,,,
230,79,83,6.5,24,67.7,79,83,Eggplant,,,,,,,,,,,,,,,
330,78,81,6.4,30,61.4,82,70,Eggplant,,,,,,,,,,,,,,,
224,82,96,6.5,21,69.2,80,73,Eggplant,,,,,,,,,,,,,,,
146,81,95,6.7,29,65.6,83,108,Eggplant,,,,,,,,,,,,,,,
233,79,82,6.6,22,62.1,70,98,Eggplant,,,,,,,,,,,,,,,
330,78,91,6.4,21,69.9,69,102,Eggplant,,,,,,,,,,,,,,,
287,79,82,6.5,30,62.9,65,64,Eggplant,,,,,,,,,,,,,,,
175,85,91,6.7,22,67.8,72,118,Eggplant,,,,,,,,,,,,,,,
226,81,85,6.3,27,62.3,68,105,Eggplant,,,,,,,,,,,,,,,
338,84,86,6.4,28,65.9,75,100,Eggplant,,,,,,,,,,,,,,,
249,82,93,6.6,21,63.8,79,102,Eggplant,,,,,,,,,,,,,,,
174,86,104,6.5,21,64.5,78,99,Eggplant,,,,,,,,,,,,,,,
236,83,85,6.4,22,68.8,85,96,Eggplant,,,,,,,,,,,,,,,
331,80,87,6.4,24,61.6,67,77,Eggplant,,,,,,,,,,,,,,,
239,82,95,6.3,22,64.4,80,79,Eggplant,,,,,,,,,,,,,,,
165,83,98,6.6,21,60.5,78,86,Eggplant,,,,,,,,,,,,,,,
230,86,86,6.3,24,65.3,68,90,Eggplant,,,,,,,,,,,,,,,
336,84,84,6.5,26,60.3,69,77,Eggplant,,,,,,,,,,,,,,,
192,80,84,6.3,24,69.9,78,71,Eggplant,,,,,,,,,,,,,,,
146,86,93,6.3,24,64.3,82,70,Eggplant,,,,,,,,,,,,,,,
231,80,84,6.6,30,66.8,80,80,Eggplant,,,,,,,,,,,,,,,
332,83,88,6.6,25,61.9,82,63,Eggplant,,,,,,,,,,,,,,,
233,81,90,6.3,30,68.1,74,84,Eggplant,,,,,,,,,,,,,,,
161,84,98,6.5,28,64.7,70,64,Eggplant,,,,,,,,,,,,,,,
160,46,38,6.5,28,69.3,66,82,Eggplant,,,,,,,,,,,,,,,
270,47,61,6.6,22,67.9,74,68,Eggplant,,,,,,,,,,,,,,,
350,49,85,6.5,22,66.8,69,80,Eggplant,,,,,,,,,,,,,,,
152,55,114,6.3,22,66.8,83,72,Eggplant,,,,,,,,,,,,,,,
230,83,84,6.5,23,67.4,69,102,Eggplant,,,,,,,,,,,,,,,
330,81,86,6.5,26,69.4,77,102,Eggplant,,,,,,,,,,,,,,,
153,44,31,5.8,35,80,75,130,Jute,,,,,,,,,,,,,,,
167,37,46,5.7,29,84.5,78,100,Jute,,,,,,,,,,,,,,,
313,29,60,5.9,36,81.3,80,148,Jute,,,,,,,,,,,,,,,
276,27,77,5.8,28,78.8,68,127,Jute,,,,,,,,,,,,,,,
155,45,34,5.7,33,81.8,79,133,Jute,,,,,,,,,,,,,,,
174,38,53,5.7,35,80.7,73,130,Jute,,,,,,,,,,,,,,,
326,31,72,6,29,79,70,141,Jute,,,,,,,,,,,,,,,
209,30,94,5.7,32,77.4,71,107,Jute,,,,,,,,,,,,,,,
150,45,30,6,24,80,70,111,Jute,,,,,,,,,,,,,,,
147,40,43,5.7,24,84.9,63,110,Jute,,,,,,,,,,,,,,,
301,34,55,5.9,26,80.2,62,113,Jute,,,,,,,,,,,,,,,
243,33,70,5.7,33,84.6,74,134,Jute,,,,,,,,,,,,,,,
